,,,,,,,,,,,,,,,,,,,,,,,,Project,Category,Amount
,AUTOMATRIX HQ,,#REF!,,,,,,,,,,,,,,,,,,,,,General Office,Material (Stock/Inventory),67300
,Financial Overview,,,,,,,,,,,,,,,,,,,,,,,Home & Food,Food,18130
,TOTAL INCOME,,,,TOTAL EXPENSES,,,NET PROFIT,,,,,,,,,,,,,,,,,Israr Personal,10000
,624500,,,,228000,,,396500,,,,,,,,,,,,,,,,Form House H9 ISB,Material (Project Direct),292900
,,,,,,,,,,,,,,,,,,,,,,,,Multan PV DG 3 Sites,Marketing,10500
,,,,,,,,,,,,,,,,,,,,,,,,Marketing Expanse,,0
,,,,,,,,,,,,,,,,,,,,,,,,,Fuel,1000
,,,,,,,,,,,,,,,,,,,,,,,,,Vehicle Maintenance,1400
,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0
,Active Projects,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0
ID,Project Name,Client,Stage,Contract Value,INCOME,EXPENSE,PROFIT,Margin %,Recovery,Status,,,,,,,,,,,,,,,,0
1.0,Form House H9 ISB,Fouz Energy,Advance Payment Received,1363082,400000,51700,348300,0.87075,,🟢 Healthy,,,,,,,,,,,,,,,,0
2,Multan PV DG 3 Sites,Al Qamar Energy,Material Dispatched,624500,624500,228000,396500,0.6349079263,,🟢 Healthy,,,,,,,,,,,,,,,,0
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,0
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,0
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
,,,,0,0,0,0,0,,🟡 Low Margin,,,,,,,,,,,,,,,,
